sep=;
Input;Time (ms);Desired Location;Desired OS;Desired dedication;Desired ECU;Desired period;Desired RAM;Desired storage;Desired usage;Desired ssd;Result Location;Result OS;Result Dedication;Result Purchase;Result Instance;Result EBS;Total Cost;Cost Month;Cost Hour;ECU;Cores;RAM;SSD;Storage;EBS Storage;Signed Usage;Period;
Config 310.fmc; 1300;Dedicated;RedHat;AsiaOceania;41;593;495;20.0;10.0;0;SIN;RedHat;Dedicated;OneYearMedium;C3_2xlarge;StdEBS;51247.0;1218680.0;0.392;28.0;8.0;15.0;1.0;593.0;433.0;495.0;41.0;
Config 311.fmc; 739;Public;WindowsSQLServer;AUS;40;720;495;40.0;36.0;0;Sydney;WindowsSQLWeb;Public;OneYearMedium;R3_4xlarge;StdEBS;28297.0;500270.0;0.946;52.0;16.0;122.0;1.0;720.0;400.0;495.0;40.0;
Config 312.fmc; 739;Public;WindowsSQLWeb;CA;2;8318;374;50.0;235.0;0;Invalid;
Config 313.fmc; 286;Public;WindowsSQLWeb;CA;2;346;374;9.0;9.0;1;CA;WindowsSQLWeb;Public;OnDemand;M3_xlarge;StdEBS;643.0;321602.0;0.803;13.0;4.0;15.0;1.0;346.0;266.0;374.0;2.0;
Config 314.fmc; 306;Dedicated;Windows;JP;21;469;7;9.0;13.0;1;Tokyo;Windows;Dedicated;OnDemand;I2_xlarge;null;473.0;22568.0;1.224;14.0;4.0;30.5;1.0;800.0;0.0;7.0;21.0;
Config 315.fmc; 338;Dedicated;Windows;JP;21;6024;617;52.0;199.0;1;Tokyo;Windows;Dedicated;OneYearMedium;I2_8xlarge;null;96221.0;3747658.0;4.074;104.0;32.0;244.0;1.0;6400.0;0.0;617.0;21.0;
Config 316.fmc; 1091;Dedicated;WindowsSQLServer;VA;31;95;617;2.0;2.0;0;VA;WindowsSQLStd;Dedicated;OneYearMedium;M3_medium;StdEBS;42171.0;1340355.0;0.165;3.0;1.0;3.75;1.0;95.0;91.0;617.0;31.0;
Config 317.fmc; 240;Public;WindowsSQLStd;Europe;30;222;9;47.0;20.0;0;IR;WindowsSQLStd;Public;OnDemand;C3_4xlarge;null;1150.0;38358.0;4.262;55.0;16.0;30.0;1.0;320.0;0.0;9.0;30.0;
Config 318.fmc; 593;Public;LinuxBased;SIN;40;3905;619;46.0;102.0;0;SIN;Linux;Public;ThreeYearsHeavy;I2_4xlarge;StdEBS;38302.0;563020.0;0.694;53.0;16.0;122.0;1.0;3905.0;705.0;730.0;40.0;
Config 319.fmc; 1199;Public;LinuxBased;SIN;40;848;619;8.0;1.0;1;SIN;Linux;Public;OneYearHeavy;C3_xlarge;StdEBS;5740.0;125680.0;0.088;14.0;4.0;7.5;1.0;848.0;768.0;730.0;40.0;
Config 32.fmc; 343;Dedicated;Suse;VA;7;495;234;50.0;27.0;0;VA;Suse;Dedicated;OnDemand;C3_4xlarge;StdEBS;5014.0;716366.0;1.024;55.0;16.0;30.0;1.0;495.0;175.0;234.0;7.0;
Config 320.fmc; 370;Dedicated;WindowsSQLWeb;NorthAmerica;11;971;252;16.0;28.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;M3_2xlarge;StdEBS;10552.0;959342.0;1.646;26.0;8.0;30.0;1.0;971.0;811.0;252.0;11.0;
Config 321.fmc; 393;Dedicated;WindowsSQLStd;ORE;21;1611;131;48.0;66.0;1;ORE;WindowsSQLStd;Dedicated;OnDemand;I2_4xlarge;null;20384.0;970710.0;5.41;53.0;16.0;122.0;1.0;3200.0;0.0;131.0;21.0;
Config 322.fmc; 445;Dedicated;WindowsSQLStd;ORE;21;597;131;17.0;5.0;0;ORE;WindowsSQLStd;Dedicated;OnDemand;C1_xlarge;null;11928.0;568016.0;2.336;20.0;8.0;7.0;0.0;1680.0;0.0;131.0;21.0;
Config 323.fmc; 593;Public;Linux;VA;21;725;255;55.0;36.0;0;VA;Linux;Public;OneYearLight;CC2_8xlarge;null;6602.0;230520.0;0.904;88.0;32.0;60.5;0.0;3360.0;0.0;255.0;21.0;
Config 324.fmc; 326;Public;Linux;VA;21;2846;133;42.0;174.0;0;VA;Linux;Public;OneYearLight;I2_8xlarge;null;13402.0;392882.0;2.954;104.0;32.0;244.0;1.0;6400.0;0.0;133.0;21.0;
Config 325.fmc; 556;Public;Linux;AUS;30;350;133;10.0;10.0;0;Sydney;Linux;Public;OneYearMedium;M2_2xlarge;null;1530.0;23674.0;0.178;13.0;4.0;34.2;0.0;850.0;0.0;133.0;30.0;
Config 326.fmc; 526;Public;Linux;AUS;30;474;498;24.0;13.0;1;Sydney;Linux;Public;OneYearMedium;C3_2xlarge;StdEBS;5295.0;137668.0;0.226;28.0;8.0;15.0;1.0;474.0;314.0;498.0;30.0;
Config 327.fmc; 526;Dedicated;WindowsBased;SouthAmerica;2;9553;498;90.0;138.0;1;Invalid;
Config 328.fmc; 780;Dedicated;WindowsBased;JP;11;99;376;19.0;9.0;1;Tokyo;Windows;Dedicated;OnDemand;C3_2xlarge;null;12482.0;1134768.0;1.018;28.0;8.0;15.0;1.0;160.0;0.0;376.0;11.0;
Config 329.fmc; 589;Dedicated;WindowsBased;JP;11;315;657;30.0;24.0;0;Tokyo;Windows;Dedicated;OneYearMedium;C3_4xlarge;null;27577.0;2045241.0;1.113;55.0;16.0;30.0;1.0;320.0;0.0;657.0;12.0;
Config 33.fmc; 589;Public;Linux;JP;27;6340;599;106.0;188.0;0;Invalid;
Config 330.fmc; 366;Public;Windows;VA;3;5037;657;103.0;214.0;0;VA;Windows;Public;OnDemand;I2_8xlarge;null;15338.0;5112774.0;7.782;104.0;32.0;244.0;1.0;6400.0;0.0;657.0;3.0;
Config 331.fmc; 490;Public;Windows;AUS;12;940;535;20.0;10.0;0;Sydney;Windows;Public;OneYearMedium;C3_2xlarge;StdEBS;5285.0;321340.0;0.484;28.0;8.0;15.0;1.0;940.0;780.0;535.0;12.0;
Config 332.fmc; 452;Public;Windows;AUS;12;940;169;54.0;32.0;1;Sydney;Windows;Public;OnDemand;C3_8xlarge;StdEBS;8020.0;668397.0;3.813;108.0;32.0;60.0;1.0;940.0;300.0;169.0;12.0;
Config 333.fmc; 452;Dedicated;RedHat;SouthAmerica;32;2743;169;105.0;178.0;1;Invalid;
Config 334.fmc; 575;Dedicated;RedHat;JP;41;689;47;9.0;9.0;1;Tokyo;RedHat;Dedicated;OnDemand;I2_xlarge;null;6091.0;148567.0;1.161;14.0;4.0;30.5;1.0;800.0;0.0;47.0;41.0;
Config 335.fmc; 475;Dedicated;RedHat;JP;41;689;171;37.0;39.0;0;Tokyo;RedHat;Dedicated;OneYearMedium;CC2_8xlarge;null;26522.0;526851.0;1.081;88.0;32.0;60.5;0.0;3360.0;0.0;171.0;41.0;
Config 336.fmc; 475;Public;WindowsSQLWeb;ORE;41;9625;171;99.0;81.0;0;Invalid;
Config 337.fmc; 1019;Public;WindowsSQLStd;AsiaOceania;3;443;50;3.0;3.0;0;SIN;WindowsSQLStd;Public;OnDemand;M1_large;null;143.0;47750.0;0.955;4.0;2.0;7.5;0.0;840.0;0.0;50.0;3.0;
Config 338.fmc; 728;Public;WindowsSQLStd;AsiaOceania;3;443;50;53.0;16.0;1;SIN;WindowsSQLStd;Public;OnDemand;C3_4xlarge;StdEBS;668.0;222940.0;4.262;55.0;16.0;30.0;1.0;443.0;123.0;50.0;3.0;
Config 339.fmc; 340;Dedicated;WindowsSQLServer;CA;22;7331;414;101.0;45.0;1;CA;WindowsSQLStd;Dedicated;OneYearMedium;I2_8xlarge;StdEBS;86874.0;3209288.0;5.572;104.0;32.0;244.0;1.0;7331.0;931.0;414.0;22.0;
Config 34.fmc; 631;Public;Linux;SouthAmerica;36;244;477;12.0;2.0;1;SaoPaulo;Linux;Public;OneYearHeavy;C3_xlarge;StdEBS;3797.0;67860.0;0.066;14.0;4.0;7.5;1.0;244.0;164.0;730.0;36.0;
Config 340.fmc; 716;Dedicated;WindowsSQLServer;CA;22;566;292;11.0;1.0;1;CA;WindowsSQLWeb;Dedicated;OnDemand;C3_xlarge;StdEBS;17532.0;796912.0;0.596;14.0;4.0;7.5;1.0;566.0;486.0;292.0;22.0;
Config 341.fmc; 1036;Dedicated;WindowsSQLServer;NorthAmerica;31;191;292;21.0;27.0;1;VA;WindowsSQLWeb;Dedicated;OnDemand;M3_2xlarge;StdEBS;33051.0;1066182.0;1.646;26.0;8.0;30.0;1.0;191.0;31.0;292.0;31.0;
Config 342.fmc; 526;Public;LinuxBased;JP;31;5212;416;95.0;153.0;0;Tokyo;Linux;Public;OneYearMedium;I2_8xlarge;null;51914.0;1109472.0;2.667;104.0;32.0;244.0;1.0;6400.0;0.0;416.0;31.0;
Config 343.fmc; 788;Public;LinuxBased;JP;31;319;416;19.0;5.0;0;Tokyo;Linux;Public;OneYearMedium;C3_2xlarge;StdEBS;4732.0;113808.0;0.243;28.0;8.0;15.0;1.0;319.0;159.0;416.0;31.0;
Config 344.fmc; 609;Public;WindowsBased;VA;41;945;295;60.0;35.0;0;VA;Windows;Public;OneYearMedium;CC2_8xlarge;null;13217.0;221250.0;0.75;88.0;32.0;60.5;0.0;3360.0;0.0;295.0;41.0;
Config 345.fmc; 551;Public;WindowsBased;VA;41;1859;295;50.0;117.0;1;VA;Windows;Public;OneYearMedium;I2_4xlarge;null;22772.0;409755.0;1.389;53.0;16.0;122.0;1.0;3200.0;0.0;295.0;41.0;
Config 346.fmc; 581;Dedicated;WindowsSQLStd;SIN;12;68;659;8.0;8.0;1;SIN;WindowsSQLStd;Dedicated;OneYearMedium;M3_xlarge;null;24005.0;1780618.0;0.702;13.0;4.0;15.0;1.0;80.0;0.0;659.0;12.0;
Config 347.fmc; 752;Dedicated;WindowsSQLStd;SIN;12;68;538;29.0;12.0;1;SIN;WindowsSQLStd;Dedicated;OneYearMedium;C3_4xlarge;null;40313.0;2519454.0;2.683;55.0;16.0;30.0;1.0;320.0;0.0;538.0;12.0;
Config 348.fmc; 752;Dedicated;LinuxBased;SouthAmerica;22;8566;538;52.0;238.0;1;Invalid;
Config 349.fmc; 603;Dedicated;LinuxBased;SouthAmerica;22;694;538;14.0;1.0;0;SaoPaulo;Linux;Dedicated;OneYearMedium;C3_xlarge;StdEBS;28335.0;1209936.0;0.112;14.0;4.0;7.5;1.0;694.0;614.0;538.0;22.0;
Config 35.fmc; 470;Dedicated;Windows;Europe;36;998;480;58.0;12.0;1;IR;Windows;Dedicated;OneYearMedium;R3_8xlarge;StdEBS;66647.0;1558090.0;1.205;104.0;32.0;244.0;1.0;998.0;358.0;480.0;36.0;
Config 350.fmc; 1006;Public;Linux;NorthAmerica;21;821;661;51.0;38.0;0;VA;Linux;Public;OneYearHeavy;R3_4xlarge;StdEBS;8901.0;217770.0;0.264;52.0;16.0;122.0;1.0;821.0;501.0;730.0;21.0;
Config 351.fmc; 1006;Public;Linux;NorthAmerica;21;9800;661;91.0;225.0;0;Invalid;
Config 352.fmc; 948;Public;Suse;ORE;31;447;540;7.0;7.0;0;ORE;Suse;Public;OneYearMedium;C3_xlarge;StdEBS;3221.0;80450.0;0.115;14.0;4.0;7.5;1.0;447.0;367.0;540.0;31.0;
Config 353.fmc; 968;Public;Suse;ORE;31;447;540;12.0;19.0;0;ORE;Suse;Public;OneYearMedium;M2_2xlarge;null;3768.0;90180.0;0.167;13.0;4.0;34.2;0.0;850.0;0.0;540.0;31.0;
Config 354.fmc; 968;Dedicated;WindowsBased;AUS;2;7506;173;93.0;189.0;1;Invalid;
Config 355.fmc; 656;Dedicated;WindowsBased;AUS;2;570;173;10.0;10.0;1;Sydney;Windows;Dedicated;OnDemand;M3_xlarge;StdEBS;1015.0;507684.0;0.708;13.0;4.0;15.0;1.0;570.0;490.0;173.0;2.0;
Config 356.fmc; 624;Dedicated;WindowsBased;AUS;2;570;173;20.0;27.0;1;Sydney;Windows;Dedicated;OnDemand;M3_2xlarge;StdEBS;1247.0;623941.0;1.417;26.0;8.0;30.0;1.0;570.0;410.0;173.0;2.0;
Config 357.fmc; 329;Dedicated;Linux;CA;12;4153;52;48.0;105.0;1;CA;Linux;Dedicated;OnDemand;I2_4xlarge;StdEBS;4737.0;394792.0;4.126;53.0;16.0;122.0;1.0;4153.0;953.0;52.0;12.0;
Config 358.fmc; 486;Dedicated;Linux;CA;12;196;52;16.0;6.0;1;CA;Linux;Dedicated;OnDemand;C3_2xlarge;StdEBS;1610.0;134232.0;0.526;28.0;8.0;15.0;1.0;196.0;36.0;52.0;12.0;
Config 359.fmc; 496;Dedicated;Linux;CA;12;196;407;56.0;25.0;0;CA;Linux;Dedicated;OneYearLight;CC2_8xlarge;null;16560.0;1218558.0;0.994;88.0;32.0;60.5;0.0;3360.0;0.0;407.0;12.0;
Config 36.fmc; 665;Dedicated;WindowsSQLServer;NorthAmerica;17;1927;113;102.0;140.0;0;VA;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;null;19098.0;1123446.0;7.942;104.0;32.0;244.0;1.0;6400.0;0.0;113.0;17.0;
Config 360.fmc; 319;Public;Windows;CA;42;4686;407;29.0;130.0;0;CA;Windows;Public;ThreeYearsMedium;I2_8xlarge;null;58778.0;964590.0;2.37;104.0;32.0;244.0;1.0;6400.0;0.0;407.0;42.0;
Config 361.fmc; 804;Public;Windows;CA;42;306;407;6.0;6.0;0;CA;Windows;Public;OneYearMedium;M2_xlarge;null;3318.0;63492.0;0.156;6.5;2.0;17.1;0.0;420.0;0.0;407.0;42.0;
Config 362.fmc; 761;Public;WindowsSQLServer;Europe;4;932;286;17.0;37.0;0;IR;WindowsSQLWeb;Public;OnDemand;M2_4xlarge;null;1944.0;486200.0;1.7;26.0;8.0;68.4;0.0;1680.0;0.0;286.0;4.0;
Config 363.fmc; 756;Public;WindowsSQLServer;Europe;4;1333;286;73.0;46.0;0;IR;WindowsSQLWeb;Public;OnDemand;CC2_8xlarge;null;3174.0;793650.0;2.775;88.0;32.0;60.5;0.0;3360.0;0.0;286.0;4.0;
Config 364.fmc; 1031;Public;WindowsSQLServer;Europe;4;932;286;12.0;5.0;1;IR;WindowsSQLWeb;Public;OnDemand;C3_xlarge;StdEBS;807.0;201872.0;0.542;14.0;4.0;7.5;1.0;932.0;852.0;286.0;4.0;
Config 365.fmc; 428;Dedicated;RedHat;VA;23;55;650;25.0;33.0;1;VA;RedHat;Dedicated;OneYearMedium;R3_2xlarge;null;37405.0;1533350.0;0.359;26.0;8.0;61.0;1.0;160.0;0.0;650.0;23.0;
Config 366.fmc; 351;Dedicated;RedHat;VA;23;2392;650;31.0;94.0;1;VA;RedHat;Dedicated;OneYearMedium;I2_4xlarge;null;52406.0;1992900.0;1.066;53.0;16.0;122.0;1.0;3200.0;0.0;650.0;23.0;
Config 367.fmc; 437;Dedicated;RedHat;VA;23;680;528;20.0;10.0;1;VA;RedHat;Dedicated;OneYearMedium;C3_2xlarge;StdEBS;29902.0;1248848.0;0.316;28.0;8.0;15.0;1.0;680.0;520.0;528.0;23.0;
Config 368.fmc; 382;Dedicated;RedHat;AUS;32;680;528;40.0;13.0;1;Sydney;RedHat;Dedicated;OneYearMedium;C3_4xlarge;StdEBS;48090.0;1422720.0;0.64;55.0;16.0;30.0;1.0;680.0;360.0;528.0;32.0;
Config 369.fmc; 382;Dedicated;RedHat;AUS;32;8039;528;74.0;214.0;0;Invalid;
Config 37.fmc; 193;Dedicated;WindowsSQLWeb;SouthAmerica;26;874;115;14.0;10.0;1;SaoPaulo;WindowsSQLWeb;Dedicated;OnDemand;C3_2xlarge;StdEBS;12525.0;481740.0;1.444;28.0;8.0;15.0;1.0;874.0;714.0;115.0;26.0;
Config 370.fmc; 681;Public;WindowsSQLWeb;SIN;32;808;652;8.0;8.0;0;SIN;WindowsSQLWeb;Public;OneYearHeavy;R3_xlarge;StdEBS;8914.0;188180.0;0.178;13.0;4.0;30.5;1.0;808.0;728.0;730.0;32.0;
Config 371.fmc; 535;Public;WindowsSQLWeb;SIN;32;808;652;8.0;40.0;0;SIN;WindowsSQLWeb;Public;OneYearHeavy;R3_2xlarge;StdEBS;15685.0;310260.0;0.354;26.0;8.0;61.0;1.0;808.0;648.0;730.0;32.0;
Config 372.fmc; 535;Public;WindowsSQLWeb;SouthAmerica;42;5921;531;69.0;118.0;0;Invalid;
Config 373.fmc; 552;Public;WindowsSQLStd;SouthAmerica;42;434;531;14.0;4.0;1;SaoPaulo;WindowsSQLStd;Public;OneYearHeavy;C3_xlarge;StdEBS;18265.0;277540.0;0.322;14.0;4.0;7.5;1.0;434.0;354.0;730.0;42.0;
Config 374.fmc; 658;Dedicated;WindowsSQLServer;ORE;13;557;164;32.0;17.0;1;ORE;WindowsSQLWeb;Dedicated;OnDemand;C3_4xlarge;StdEBS;9498.0;730662.0;2.383;55.0;16.0;30.0;1.0;557.0;237.0;164.0;13.0;
Config 375.fmc; 351;Dedicated;WindowsSQLServer;ORE;13;6980;164;27.0;82.0;1;ORE;WindowsSQLWeb;Dedicated;OnDemand;I2_8xlarge;StdEBS;21573.0;1659488.0;7.942;104.0;32.0;244.0;1.0;6980.0;580.0;164.0;13.0;
Config 376.fmc; 418;Dedicated;WindowsSQLWeb;AsiaOceania;23;183;43;3.0;3.0;1;SIN;WindowsSQLWeb;Dedicated;OnDemand;M3_medium;StdEBS;2511.0;109178.0;0.206;3.0;1.0;3.75;1.0;183.0;179.0;43.0;23.0;
Config 377.fmc; 389;Dedicated;WindowsSQLWeb;AsiaOceania;23;183;166;15.0;24.0;0;SIN;WindowsSQLWeb;Dedicated;OnDemand;M3_2xlarge;StdEBS;13962.0;607076.0;1.646;26.0;8.0;30.0;1.0;183.0;23.0;166.0;23.0;
Config 378.fmc; 755;Public;LinuxBased;AUS;22;4861;166;21.0;69.0;0;Sydney;Linux;Public;OneYearLight;HS1_8xlarge;null;17297.0;552448.0;3.328;35.0;16.0;117.0;0.0;49152.0;0.0;166.0;22.0;
Config 379.fmc; 385;Public;LinuxBased;AUS;22;936;45;16.0;6.0;0;Sydney;Linux;Public;OnDemand;C1_xlarge;null;648.0;29475.0;0.655;20.0;8.0;7.0;0.0;1680.0;0.0;45.0;22.0;
Config 38.fmc; 606;Dedicated;WindowsSQLStd;AUS;36;500;725;18.0;23.0;0;Sydney;WindowsSQLStd;Dedicated;OneYearHeavy;M3_2xlarge;StdEBS;85862.0;2221580.0;1.006;26.0;8.0;30.0;1.0;500.0;340.0;730.0;36.0;
Config 380.fmc; 937;Public;WindowsBased;CA;32;936;45;31.0;36.0;0;CA;Windows;Public;OneYearLight;CC2_8xlarge;null;3366.0;50130.0;1.114;88.0;32.0;60.5;0.0;3360.0;0.0;45.0;32.0;
Config 381.fmc; 303;Dedicated;WindowsSQLStd;JP;3;2567;409;23.0;238.0;1;Tokyo;WindowsSQLStd;Dedicated;OnDemand;I2_8xlarge;null;22338.0;7446254.0;16.206;104.0;32.0;244.0;1.0;6400.0;0.0;409.0;3.0;
Config 382.fmc; 500;Dedicated;WindowsSQLStd;JP;3;59;409;19.0;5.0;1;Tokyo;WindowsSQLStd;Dedicated;OnDemand;C3_2xlarge;null;5533.0;1844590.0;2.51;28.0;8.0;15.0;1.0;160.0;0.0;409.0;3.0;
Config 383.fmc; 666;Dedicated;LinuxBased;VA;13;685;288;55.0;13.0;1;VA;Linux;Dedicated;OnDemand;C3_4xlarge;StdEBS;11184.0;860362.0;0.924;55.0;16.0;30.0;1.0;685.0;365.0;288.0;13.0;
Config 384.fmc; 666;Dedicated;LinuxBased;VA;13;9450;412;107.0;142.0;0;Invalid;
Config 385.fmc; 699;Public;Suse;AsiaOceania;13;813;412;13.0;3.0;0;SIN;Suse;Public;OneYearMedium;M2_2xlarge;null;2024.0;77868.0;0.189;13.0;4.0;34.2;0.0;850.0;0.0;412.0;13.0;
Config 386.fmc; 578;Public;Suse;SIN;22;438;290;38.0;20.0;0;SIN;Suse;Public;OneYearMedium;C3_4xlarge;StdEBS;5683.0;143710.0;0.463;55.0;16.0;30.0;1.0;438.0;118.0;290.0;22.0;
Config 387.fmc; 413;Public;Suse;SIN;22;6096;290;61.0;57.0;1;SIN;Suse;Public;OneYearMedium;I2_8xlarge;null;34179.0;762990.0;2.631;104.0;32.0;244.0;1.0;6400.0;0.0;290.0;22.0;
Config 388.fmc; 646;Dedicated;Linux;Europe;42;562;655;2.0;2.0;1;IR;Linux;Dedicated;ThreeYearsMedium;M3_medium;StdEBS;57504.0;1361650.0;0.032;3.0;1.0;3.75;1.0;562.0;558.0;655.0;42.0;
Config 389.fmc; 439;Dedicated;Linux;Europe;42;562;655;47.0;28.0;1;IR;Linux;Dedicated;ThreeYearsMedium;C3_4xlarge;StdEBS;70279.0;1586620.0;0.402;55.0;16.0;30.0;1.0;562.0;242.0;655.0;42.0;
Config 39.fmc; 743;Public;WindowsSQLServer;AsiaOceania;7;3162;237;53.0;128.0;0;Tokyo;WindowsSQLWeb;Public;OnDemand;I2_8xlarge;null;16334.0;2333502.0;9.846;104.0;32.0;244.0;1.0;6400.0;0.0;237.0;7.0;
Config 390.fmc; 346;Dedicated;Linux;ORE;3;3802;533;63.0;226.0;1;ORE;Linux;Dedicated;OnDemand;I2_8xlarge;null;14103.0;4701060.0;6.82;104.0;32.0;244.0;1.0;6400.0;0.0;533.0;3.0;
Config 391.fmc; 439;Dedicated;Linux;ORE;3;187;533;7.0;2.0;0;ORE;Linux;Dedicated;OnDemand;C3_large;StdEBS;3406.0;1135578.0;0.116;7.0;2.0;3.75;1.0;187.0;155.0;533.0;3.0;
Config 392.fmc; 595;Public;RedHat;Europe;20;332;425;32.0;21.0;0;IR;RedHat;Public;OneYearMedium;C3_4xlarge;StdEBS;6807.0;233135.0;0.547;55.0;16.0;30.0;1.0;332.0;12.0;425.0;20.0;
Config 393.fmc; 326;Public;RedHat;Europe;20;5738;425;27.0;92.0;1;IR;RedHat;Public;OneYearMedium;I2_8xlarge;null;35899.0;1197650.0;2.818;104.0;32.0;244.0;1.0;6400.0;0.0;425.0;20.0;
Config 394.fmc; 433;Dedicated;Windows;SIN;30;958;304;18.0;8.0;1;SIN;Windows;Dedicated;OneYearMedium;C3_2xlarge;StdEBS;26579.0;833568.0;0.532;28.0;8.0;15.0;1.0;958.0;798.0;304.0;30.0;
Config 395.fmc; 430;Dedicated;Windows;SIN;30;81;668;56.0;29.0;1;SIN;Windows;Dedicated;OneYearHeavy;R3_8xlarge;null;77197.0;2098750.0;0.875;104.0;32.0;244.0;1.0;640.0;0.0;730.0;30.0;
Config 396.fmc; 486;Dedicated;Suse;NorthAmerica;1;3444;668;74.0;140.0;0;VA;Suse;Dedicated;OnDemand;I2_8xlarge;null;5958.0;5958560.0;6.92;104.0;32.0;244.0;1.0;6400.0;0.0;668.0;1.0;
Config 397.fmc; 818;Public;RedHat;ORE;11;707;547;7.0;7.0;0;ORE;RedHat;Public;OnDemand;C3_xlarge;StdEBS;1969.0;179040.0;0.27;14.0;4.0;7.5;1.0;707.0;627.0;547.0;11.0;
Config 398.fmc; 699;Public;RedHat;ORE;11;707;547;17.0;37.0;0;ORE;RedHat;Public;OneYearMedium;M2_4xlarge;null;4463.0;241774.0;0.442;26.0;8.0;68.4;0.0;1680.0;0.0;547.0;12.0;
Config 399.fmc; 502;Public;WindowsSQLWeb;VA;11;1326;671;69.0;44.0;0;VA;WindowsSQLWeb;Public;OneYearHeavy;CC2_8xlarge;null;10758.0;448220.0;0.614;88.0;32.0;60.5;0.0;3360.0;0.0;730.0;12.0;
Config 4.fmc; 579;Dedicated;Suse;AUS;40;200;690;8.0;8.0;0;Sydney;Suse;Dedicated;ThreeYearsMedium;M3_xlarge;StdEBS;61511.0;1492410.0;0.149;13.0;4.0;15.0;1.0;200.0;120.0;690.0;40.0;
Config 40.fmc; 587;Dedicated;WindowsBased;JP;47;359;592;19.0;4.0;1;Tokyo;Windows;Dedicated;OneYearMedium;C3_2xlarge;StdEBS;73412.0;1529664.0;0.557;28.0;8.0;15.0;1.0;359.0;199.0;592.0;47.0;
Config 400.fmc; 527;Public;WindowsSQLWeb;VA;11;835;549;20.0;10.0;1;VA;WindowsSQLWeb;Public;OneYearMedium;C3_2xlarge;StdEBS;5630.0;335151.0;0.549;28.0;8.0;15.0;1.0;835.0;675.0;549.0;12.0;
Config 401.fmc; 205;Dedicated;WindowsSQLWeb;AUS;20;460;549;55.0;17.0;1;Sydney;WindowsSQLWeb;Dedicated;OnDemand;C3_4xlarge;StdEBS;48349.0;2417467.0;2.383;55.0;16.0;30.0;1.0;460.0;140.0;549.0;20.0;
Config 402.fmc; 205;Dedicated;WindowsSQLWeb;AUS;20;8033;183;71.0;213.0;1;Invalid;
Config 403.fmc; 690;Dedicated;WindowsSQLServer;SouthAmerica;40;584;183;4.0;4.0;0;SaoPaulo;WindowsSQLWeb;Dedicated;OnDemand;M1_large;null;19090.0;477264.0;0.608;4.0;2.0;7.5;0.0;840.0;0.0;183.0;40.0;
Config 404.fmc; 404;Public;WindowsSQLServer;JP;1;209;61;24.0;25.0;0;Tokyo;WindowsSQLWeb;Public;OnDemand;M3_2xlarge;StdEBS;95.0;95176.0;1.496;26.0;8.0;30.0;1.0;209.0;49.0;61.0;1.0;
Config 405.fmc; 282;Public;WindowsSQLServer;JP;1;4679;61;25.0;116.0;0;Tokyo;WindowsSQLWeb;Public;OnDemand;HS1_8xlarge;null;360.0;360937.0;5.917;35.0;16.0;117.0;0.0;49152.0;0.0;61.0;1.0;
Config 406.fmc; 582;Public;LinuxBased;ORE;1;337;185;17.0;7.0;0;ORE;Linux;Public;OnDemand;C3_2xlarge;StdEBS;86.0;86550.0;0.42;28.0;8.0;15.0;1.0;337.0;177.0;185.0;1.0;
Config 407.fmc; 518;Public;LinuxBased;ORE;1;337;63;7.0;32.0;1;ORE;Linux;Public;OnDemand;R3_2xlarge;StdEBS;52.0;52950.0;0.7;26.0;8.0;61.0;1.0;337.0;177.0;63.0;1.0;
Config 408.fmc; 518;Dedicated;LinuxBased;Europe;10;2560;63;108.0;236.0;1;Invalid;
Config 409.fmc; 673;Dedicated;LinuxBased;Europe;10;86;428;6.0;6.0;1;IR;Linux;Dedicated;OnDemand;M3_large;StdEBS;9313.0;931302.0;0.169;6.5;2.0;7.5;1.0;86.0;54.0;428.0;10.0;
Config 41.fmc; 742;Dedicated;WindowsBased;SouthAmerica;8;984;470;23.0;10.0;0;SaoPaulo;Windows;Dedicated;OnDemand;C3_2xlarge;StdEBS;12371.0;1546480.0;1.08;28.0;8.0;15.0;1.0;984.0;824.0;470.0;8.0;
Config 410.fmc; 476;Dedicated;WindowsSQLStd;CA;30;86;428;16.0;29.0;1;CA;WindowsSQLStd;Dedicated;OneYearMedium;M3_2xlarge;null;45904.0;1377732.0;1.219;26.0;8.0;30.0;1.0;160.0;0.0;428.0;30.0;
Config 411.fmc; 476;Public;WindowsSQLStd;NorthAmerica;39;9267;306;21.0;200.0;0;Invalid;
Config 412.fmc; 806;Public;WindowsSQLStd;NorthAmerica;39;711;306;11.0;9.0;0;VA;WindowsSQLStd;Public;OneYearMedium;I2_xlarge;null;10351.0;213282.0;0.697;14.0;4.0;30.5;1.0;800.0;0.0;306.0;39.0;
Config 413.fmc; 623;Public;Linux;JP;39;839;430;54.0;36.0;0;Tokyo;Linux;Public;OneYearMedium;CC2_8xlarge;null;20870.0;408930.0;0.951;88.0;32.0;60.5;0.0;3360.0;0.0;430.0;39.0;
Config 414.fmc; 623;Public;Linux;JP;39;1501;430;105.0;104.0;1;Invalid;
Config 415.fmc; 599;Dedicated;Suse;VA;1;465;309;5.0;5.0;1;VA;Suse;Dedicated;OnDemand;M3_large;StdEBS;718.0;718136.0;0.254;6.5;2.0;7.5;1.0;465.0;433.0;309.0;1.0;
